ydstogo,yardline_100,score_differential,game_seconds_remaining,distance_group,field_zone,score_state,time_state,decision,epa,wpa
2.0,18.0,29.0,31.0,SHORT,RED_ZONE,LEADING,LATE,GO,-2.663863869034685,0.00012409687042236328
2.0,38.0,-7.0,2936.0,SHORT,MIDFIELD,TRAILING,EARLY,GO,2.874857088085264,0.08234554529190063
3.0,62.0,0.0,2572.0,MEDIUM,OWN_TERRITORY,TIED,EARLY,PUNT,0.0095512461848557,0.009600400924682617
4.0,56.0,-7.0,2174.0,MEDIUM,OWN_TERRITORY,TRAILING,EARLY,PUNT,-0.0451022032648325,0.0043392181396484375
8.0,70.0,7.0,2011.0,LONG,OWN_TERRITORY,LEADING,EARLY,PUNT,0.9842693407554179,0.03661982715129852
2.0,85.0,-7.0,1915.0,SHORT,OWN_TERRITORY,TRAILING,EARLY,PUNT,-0.35139132500626147,0.0062477439641952515
7.0,63.0,7.0,1757.0,LONG,OWN_TERRITORY,LEADING,MID,PUNT,-0.8275777357630432,-0.018129199743270874
28.0,64.0,-7.0,1583.0,VERY_LONG,OWN_TERRITORY,TRAILING,MID,PUNT,-0.9626534741837531,-0.025781288743019104
13.0,26.0,7.0,731.0,VERY_LONG,OPPONENT_21_35,LEADING,MID,FIELD_GOAL,1.040981788537626,-0.0016725361347198486
12.0,64.0,-10.0,557.0,VERY_LONG,OWN_TERRITORY,TRAILING,MID,PUNT,0.045650222804397345,-0.005436889827251434
15.0,63.0,10.0,463.0,VERY_LONG,OWN_TERRITORY,LEADING,MID,PUNT,0.2937482828274369,-0.01305989921092987
7.0,8.0,10.0,398.0,LONG,RED_ZONE,LEADING,MID,FIELD_GOAL,0.08661366013503313,0.009885221719741821
4.0,15.0,-13.0,122.0,MEDIUM,RED_ZONE,TRAILING,LATE,GO,-3.032661947829183,-0.012714285403490067
1.0,8.0,0.0,3432.0,SHORT,RED_ZONE,TIED,EARLY,GO,-4.380880118114874,-0.10073688626289368
1.0,1.0,0.0,3221.0,SHORT,RED_ZONE,TIED,EARLY,GO,1.8798139666905627,0.07737812563987179
8.0,39.0,-7.0,3096.0,LONG,MIDFIELD,TRAILING,EARLY,FIELD_GOAL,2.4986685665392283,0.06857672333717346
1.0,35.0,4.0,2801.0,SHORT,OPPONENT_21_35,LEADING,EARLY,GO,4.179662414768245,0.13390612602233887
8.0,12.0,-11.0,2347.0,LONG,RED_ZONE,TRAILING,EARLY,FIELD_GOAL,0.12371888891120308,0.007033228874206543
9.0,59.0,8.0,2276.0,LONG,OWN_TERRITORY,LEADING,EARLY,PUNT,-0.1421198433963582,0.011603891849517822
1.0,8.0,-8.0,1882.0,SHORT,RED_ZONE,TRAILING,EARLY,GO,1.873967629740946,0.05790412425994873
3.0,3.0,-8.0,1804.0,MEDIUM,RED_ZONE,TRAILING,EARLY,FIELD_GOAL,0.013806418733063097,0.05731932818889618
6.0,11.0,-5.0,1385.0,LONG,RED_ZONE,TRAILING,MID,FIELD_GOAL,0.08947973199216808,-0.044826120138168335
13.0,55.0,2.0,1261.0,VERY_LONG,OWN_TERRITORY,LEADING,MID,PUNT,-0.9688133746385574,-0.04238969087600708
1.0,60.0,-2.0,1119.0,SHORT,OWN_TERRITORY,TRAILING,MID,PUNT,-0.5610306386370212,-0.06455099582672119
1.0,68.0,2.0,988.0,SHORT,OWN_TERRITORY,LEADING,MID,PUNT,-2.0518055274151266,-0.09910646080970764
6.0,45.0,9.0,578.0,LONG,MIDFIELD,LEADING,MID,PUNT,-0.7723277707118541,-0.010407797992229462
3.0,80.0,-9.0,491.0,MEDIUM,OWN_TERRITORY,TRAILING,MID,PUNT,-0.20528537314385176,-0.018669307231903076
3.0,68.0,9.0,367.0,MEDIUM,OWN_TERRITORY,LEADING,MID,PUNT,0.18244874221272767,-0.022634804248809814
10.0,51.0,2.0,110.0,LONG,OWN_TERRITORY,LEADING,LATE,PUNT,0.17339786037337035,-0.1107393205165863
10.0,61.0,-7.0,3429.0,LONG,OWN_TERRITORY,TRAILING,EARLY,PUNT,-0.747566266451031,0.018204957246780396
10.0,65.0,6.0,2883.0,LONG,OWN_TERRITORY,LEADING,EARLY,PUNT,-2.178149221930653,-0.12174943089485168
6.0,40.0,-6.0,2760.0,LONG,MIDFIELD,TRAILING,EARLY,FIELD_GOAL,-3.0593453311441565,-0.09082689881324768
8.0,8.0,-12.0,2194.0,LONG,RED_ZONE,TRAILING,EARLY,FIELD_GOAL,0.09820202744555173,-0.014121413230895996
5.0,43.0,9.0,2123.0,MEDIUM,MIDFIELD,LEADING,EARLY,PUNT,-0.5955399246886373,-0.04025152325630188
2.0,84.0,-9.0,1979.0,SHORT,OWN_TERRITORY,TRAILING,EARLY,PUNT,-0.4525355863152072,-0.026061400771141052
3.0,30.0,9.0,1866.0,MEDIUM,OPPONENT_21_35,LEADING,EARLY,FIELD_GOAL,1.092368612718727,-0.007944971323013306
10.0,69.0,-15.0,1665.0,LONG,OWN_TERRITORY,TRAILING,MID,PUNT,-0.6426025070250034,-0.006746701896190643
18.0,29.0,15.0,1352.0,VERY_LONG,OPPONENT_21_35,LEADING,MID,FIELD_GOAL,1.0829152058048825,0.021223682910203934
2.0,89.0,25.0,719.0,SHORT,OWN_TERRITORY,LEADING,MID,PUNT,0.0770480444189161,-0.002049505477771163
8.0,39.0,0.0,3346.0,LONG,MIDFIELD,TIED,EARLY,PUNT,-0.04001844604499638,-0.005199134349822998
5.0,5.0,0.0,3237.0,MEDIUM,RED_ZONE,TIED,EARLY,FIELD_GOAL,0.043373824976168596,-0.008550643920898438
4.0,30.0,-3.0,3133.0,MEDIUM,OPPONENT_21_35,TRAILING,EARLY,GO,2.975947995320894,0.0925208330154419
1.0,4.0,-4.0,2524.0,SHORT,RED_ZONE,TRAILING,EARLY,GO,3.343630781164393,0.07735425604645385
2.0,43.0,-3.0,2070.0,SHORT,MIDFIELD,TRAILING,EARLY,GO,-2.0748698381939903,-0.07617706060409546
5.0,43.0,3.0,1877.0,MEDIUM,MIDFIELD,LEADING,EARLY,PUNT,-0.8741024287883192,0.0051780641078948975
9.0,55.0,1.0,1678.0,LONG,OWN_TERRITORY,LEADING,MID,PUNT,0.8042479914147407,0.00950777530670166
1.0,87.0,-1.0,1582.0,SHORT,OWN_TERRITORY,TRAILING,MID,PUNT,5.02525677671656,0.14538556337356567
6.0,21.0,-5.0,1205.0,LONG,OPPONENT_21_35,TRAILING,MID,FIELD_GOAL,0.6426518486479846,0.0035077929496765137
2.0,61.0,-5.0,448.0,SHORT,OWN_TERRITORY,TRAILING,MID,PUNT,-0.19111764570698142,-0.0004977136850357056
1.0,52.0,12.0,50.0,SHORT,OWN_TERRITORY,LEADING,LATE,PUNT,-0.022151563898660243,-0.002794873435050249
6.0,28.0,0.0,3339.0,LONG,OPPONENT_21_35,TIED,EARLY,FIELD_GOAL,1.0818643311829041,0.04289591312408447
1.0,54.0,-3.0,3146.0,SHORT,OWN_TERRITORY,TRAILING,EARLY,GO,2.4106729472987354,0.07382896542549133
7.0,8.0,-3.0,2860.0,LONG,RED_ZONE,TRAILING,EARLY,FIELD_GOAL,0.0848319816010048,-0.011672049760818481
13.0,21.0,0.0,2490.0,VERY_LONG,OPPONENT_21_35,TIED,EARLY,FIELD_GOAL,0.5695892863831116,0.042936474084854126
16.0,33.0,-3.0,2255.0,VERY_LONG,OPPONENT_21_35,TRAILING,EARLY,FIELD_GOAL,-3.152678588326907,-0.08457714319229126
17.0,66.0,3.0,2145.0,VERY_LONG,OWN_TERRITORY,LEADING,EARLY,PUNT,1.0244496712693945,0.0353148877620697
5.0,12.0,-3.0,1803.0,MEDIUM,RED_ZONE,TRAILING,EARLY,FIELD_GOAL,0.13658287208813125,-0.001110762357711792
2.0,2.0,-7.0,1269.0,SHORT,RED_ZONE,TRAILING,MID,GO,-2.5593292580451816,-0.11582347750663757
8.0,85.0,7.0,1077.0,LONG,OWN_TERRITORY,LEADING,MID,PUNT,0.03866640059277415,0.011992394924163818
1.0,1.0,0.0,366.0,SHORT,RED_ZONE,TIED,MID,GO,-3.9334772906731814,-0.1579638123512268
19.0,87.0,0.0,261.0,VERY_LONG,OWN_TERRITORY,TIED,LATE,PUNT,4.632312128378544,0.21305245161056519
1.0,1.0,0.0,104.0,SHORT,RED_ZONE,TIED,LATE,GO,-3.85092842427548,-0.2112579345703125
8.0,38.0,0.0,15.0,LONG,MIDFIELD,TIED,LATE,FIELD_GOAL,-1.6554860718093034,-0.2912181615829468
8.0,72.0,0.0,3510.0,LONG,OWN_TERRITORY,TIED,EARLY,PUNT,-1.1247522844932973,0.004179924726486206
9.0,38.0,0.0,3347.0,LONG,MIDFIELD,TIED,EARLY,FIELD_GOAL,2.058444802172846,0.04484492540359497
15.0,21.0,-3.0,3215.0,VERY_LONG,OPPONENT_21_35,TRAILING,EARLY,FIELD_GOAL,-3.6768794514160232,-0.10923254489898682
18.0,63.0,3.0,3013.0,VERY_LONG,OWN_TERRITORY,LEADING,EARLY,PUNT,0.734355247579515,0.026402294635772705
1.0,62.0,-3.0,2728.0,SHORT,OWN_TERRITORY,TRAILING,EARLY,PUNT,-1.153436133172363,-0.03762736916542053
13.0,49.0,-10.0,2345.0,VERY_LONG,MIDFIELD,TRAILING,EARLY,PUNT,-0.8211507871747017,-0.008787915110588074
10.0,23.0,3.0,1920.0,LONG,OPPONENT_21_35,LEADING,EARLY,FIELD_GOAL,0.7497112392176257,0.04609218239784241
4.0,29.0,-6.0,1856.0,MEDIUM,OPPONENT_21_35,TRAILING,EARLY,FIELD_GOAL,-3.3608391500154635,-0.1422109603881836
1.0,53.0,6.0,1834.0,SHORT,OWN_TERRITORY,LEADING,EARLY,GO,0.8264405289664865,0.030182182788848877
6.0,36.0,6.0,1804.0,LONG,MIDFIELD,LEADING,EARLY,FIELD_GOAL,0.9881337244948463,0.02529430389404297
1.0,1.0,-9.0,1358.0,SHORT,RED_ZONE,TRAILING,MID,GO,-4.491610898869112,-0.09743508696556091
1.0,89.0,9.0,1246.0,SHORT,OWN_TERRITORY,LEADING,MID,PUNT,-0.47935830941423774,-0.029677078127861023
1.0,50.0,-9.0,1120.0,SHORT,MIDFIELD,TRAILING,MID,GO,2.2105213368777186,0.04512336850166321
1.0,7.0,-9.0,859.0,SHORT,RED_ZONE,TRAILING,MID,GO,1.9292894303798676,0.09110499918460846
15.0,15.0,-9.0,737.0,VERY_LONG,RED_ZONE,TRAILING,MID,FIELD_GOAL,0.21471128964026143,0.0036894679069519043
14.0,69.0,-14.0,572.0,VERY_LONG,OWN_TERRITORY,TRAILING,MID,PUNT,-0.24364157021045685,-0.009718596935272217
2.0,55.0,14.0,303.0,SHORT,OWN_TERRITORY,LEADING,MID,PUNT,-0.22096208180300891,-0.018933916464447975
15.0,71.0,-14.0,214.0,VERY_LONG,OWN_TERRITORY,TRAILING,LATE,GO,-1.826296362967696,-0.01036788523197174
11.0,43.0,14.0,189.0,VERY_LONG,MIDFIELD,LEADING,LATE,PUNT,-0.9133347476599738,-0.009405259974300861
7.0,29.0,-14.0,16.0,LONG,OPPONENT_21_35,TRAILING,LATE,GO,-2.2120652519515716,-0.0006988508393988013
4.0,72.0,0.0,3544.0,MEDIUM,OWN_TERRITORY,TIED,EARLY,PUNT,0.4538400168530643,0.04292741417884827
1.0,72.0,0.0,3466.0,SHORT,OWN_TERRITORY,TIED,EARLY,GO,2.4275117395445704,0.05011701583862305
5.0,5.0,-6.0,2976.0,MEDIUM,RED_ZONE,TRAILING,EARLY,FIELD_GOAL,0.06800054471359473,-0.014866560697555542
4.0,82.0,3.0,2868.0,MEDIUM,OWN_TERRITORY,LEADING,EARLY,PUNT,-0.053290452575311065,-0.01208600401878357
6.0,62.0,-3.0,2812.0,LONG,OWN_TERRITORY,TRAILING,EARLY,PUNT,0.7312488520983607,0.007577985525131226
2.0,37.0,3.0,2509.0,SHORT,MIDFIELD,LEADING,EARLY,GO,4.096760388696566,0.06612503528594971
22.0,26.0,3.0,2379.0,VERY_LONG,OPPONENT_21_35,LEADING,EARLY,FIELD_GOAL,0.8346946305814602,0.027787625789642334
1.0,24.0,-6.0,2216.0,SHORT,OPPONENT_21_35,TRAILING,EARLY,GO,1.6158720152452588,0.06844815611839294
5.0,25.0,1.0,1920.0,MEDIUM,OPPONENT_21_35,LEADING,EARLY,FIELD_GOAL,0.7769305498553907,0.03215554356575012
24.0,75.0,-4.0,1579.0,VERY_LONG,OWN_TERRITORY,TRAILING,MID,PUNT,-0.0006891675293445587,0.0463605672121048
16.0,75.0,4.0,1455.0,VERY_LONG,OWN_TERRITORY,LEADING,MID,PUNT,1.5654154517687857,0.05779808759689331
11.0,91.0,-4.0,1356.0,VERY_LONG,OWN_TERRITORY,TRAILING,MID,PUNT,-0.2278119525872171,0.02532091736793518
7.0,50.0,4.0,1255.0,LONG,MIDFIELD,LEADING,MID,PUNT,0.12399135692976415,0.005593478679656982
7.0,8.0,4.0,921.0,LONG,RED_ZONE,LEADING,MID,FIELD_GOAL,0.10750070410431656,0.020556271076202393
1.0,23.0,-7.0,614.0,SHORT,OPPONENT_21_35,TRAILING,MID,GO,-4.483177385292947,-0.09435752034187317
9.0,74.0,7.0,561.0,LONG,OWN_TERRITORY,LEADING,MID,PUNT,-0.6492793674115092,-0.010640233755111694
10.0,20.0,-7.0,348.0,LONG,RED_ZONE,TRAILING,MID,FIELD_GOAL,0.4690405340216679,-0.01351502537727356
2.0,55.0,4.0,177.0,SHORT,OWN_TERRITORY,LEADING,LATE,PUNT,-0.6434486788930371,-0.009181857109069824
27.0,70.0,-4.0,51.0,VERY_LONG,OWN_TERRITORY,TRAILING,LATE,GO,4.336247105500661,0.3291095867753029
6.0,22.0,-4.0,24.0,LONG,OPPONENT_21_35,TRAILING,LATE,GO,-2.660517895652447,-0.2481878399848938
3.0,58.0,-7.0,2930.0,MEDIUM,OWN_TERRITORY,TRAILING,EARLY,PUNT,0.4224506018217653,-0.0049054622650146484
1.0,47.0,7.0,2544.0,SHORT,MIDFIELD,LEADING,EARLY,GO,2.059271134668961,0.05450916290283203
2.0,72.0,-7.0,2293.0,SHORT,OWN_TERRITORY,TRAILING,EARLY,PUNT,0.21066057006828487,0.016731858253479004
7.0,7.0,-7.0,1952.0,LONG,RED_ZONE,TRAILING,EARLY,FIELD_GOAL,0.07967892097094698,0.014444798231124878
10.0,29.0,4.0,1864.0,LONG,OPPONENT_21_35,LEADING,EARLY,FIELD_GOAL,1.1378244938787712,0.05607199668884277
14.0,79.0,-7.0,1825.0,VERY_LONG,OWN_TERRITORY,TRAILING,EARLY,PUNT,-0.3143010038184002,-0.011129498481750488
6.0,52.0,-7.0,1653.0,LONG,OWN_TERRITORY,TRAILING,MID,PUNT,-0.4883672457654029,-0.002826705574989319
6.0,11.0,8.0,565.0,LONG,RED_ZONE,LEADING,MID,FIELD_GOAL,0.14797292829516895,0.004980124533176422
4.0,68.0,11.0,294.0,MEDIUM,OWN_TERRITORY,LEADING,LATE,PUNT,-0.5490033942041919,-0.035067785531282425
8.0,39.0,-11.0,167.0,LONG,MIDFIELD,TRAILING,LATE,FIELD_GOAL,-2.4070716467518367,-0.022674506530165672
1.0,44.0,11.0,120.0,SHORT,MIDFIELD,LEADING,LATE,GO,1.3105049531441182,0.0033074021339416504
2.0,60.0,0.0,3479.0,SHORT,OWN_TERRITORY,TIED,EARLY,PUNT,-0.31684760097414255,-0.009761452674865723
18.0,83.0,0.0,3267.0,VERY_LONG,OWN_TERRITORY,TIED,EARLY,PUNT,-3.1166768295224756,-0.11366605758666992
19.0,74.0,-7.0,3126.0,VERY_LONG,OWN_TERRITORY,TRAILING,EARLY,PUNT,-0.5125557817518711,-0.014184892177581787
16.0,66.0,7.0,3028.0,VERY_LONG,OWN_TERRITORY,LEADING,EARLY,PUNT,-0.4386410366278142,-0.02160423994064331
4.0,68.0,-7.0,2897.0,MEDIUM,OWN_TERRITORY,TRAILING,EARLY,PUNT,-0.6069074184633791,-0.017422735691070557
13.0,30.0,-14.0,2493.0,VERY_LONG,OPPONENT_21_35,TRAILING,EARLY,FIELD_GOAL,-3.4416001878112805,-0.04372668266296387
7.0,23.0,-14.0,2356.0,LONG,OPPONENT_21_35,TRAILING,EARLY,FIELD_GOAL,0.8317540036320472,-0.0009668916463851929
11.0,60.0,11.0,2260.0,VERY_LONG,OWN_TERRITORY,LEADING,EARLY,PUNT,-0.5166528327390552,-0.0161655992269516
22.0,64.0,-11.0,2056.0,VERY_LONG,OWN_TERRITORY,TRAILING,EARLY,PUNT,-0.38618328841403127,0.0015009641647338867
10.0,76.0,-11.0,1950.0,LONG,OWN_TERRITORY,TRAILING,EARLY,PUNT,-0.28789095662068576,0.00204448401927948
3.0,65.0,11.0,1907.0,MEDIUM,OWN_TERRITORY,LEADING,EARLY,PUNT,-0.801668320549652,-0.024195507168769836
25.0,59.0,-11.0,1825.0,VERY_LONG,OWN_TERRITORY,TRAILING,EARLY,PUNT,-0.05392150848638266,0.030712485313415527
4.0,43.0,-11.0,1563.0,MEDIUM,MIDFIELD,TRAILING,MID,GO,-3.4833208427298814,-0.04428468644618988
8.0,46.0,11.0,1454.0,LONG,MIDFIELD,LEADING,MID,PUNT,-0.9190752157010138,-0.015546247363090515
6.0,76.0,-11.0,1398.0,LONG,OWN_TERRITORY,TRAILING,MID,PUNT,1.1460763700306416,0.007820412516593933
6.0,70.0,11.0,1126.0,LONG,OWN_TERRITORY,LEADING,MID,PUNT,-0.9225376655813307,-0.019812151789665222
3.0,22.0,-11.0,958.0,MEDIUM,OPPONENT_21_35,TRAILING,MID,GO,-3.488138294313103,-0.08196605741977692
26.0,34.0,11.0,733.0,VERY_LONG,OPPONENT_21_35,LEADING,MID,FIELD_GOAL,1.5228976570200574,0.041840385645627975
11.0,69.0,-14.0,567.0,VERY_LONG,OWN_TERRITORY,TRAILING,MID,PUNT,-0.6411697878502309,-0.010010242462158203
2.0,5.0,-21.0,316.0,SHORT,RED_ZONE,TRAILING,MID,GO,3.818178726534825,0.002294261114221152
10.0,72.0,14.0,253.0,LONG,OWN_TERRITORY,LEADING,LATE,PUNT,-0.6963553950190544,-0.01904706098139286
2.0,29.0,14.0,59.0,SHORT,OPPONENT_21_35,LEADING,LATE,PUNT,-1.6282739179441705,-0.0008277161978185177
8.0,56.0,0.0,3281.0,LONG,OWN_TERRITORY,TIED,EARLY,PUNT,0.7267445842735469,0.03779616951942444
10.0,10.0,-7.0,2695.0,LONG,RED_ZONE,TRAILING,EARLY,FIELD_GOAL,0.12531589916993413,0.004742741584777832
1.0,57.0,-11.0,2192.0,SHORT,OWN_TERRITORY,TRAILING,EARLY,GO,1.9063699678517878,0.048539891839027405
10.0,30.0,-11.0,1944.0,LONG,OPPONENT_21_35,TRAILING,EARLY,FIELD_GOAL,1.3460982921273024,0.017270252108573914
6.0,65.0,8.0,1910.0,LONG,OWN_TERRITORY,LEADING,EARLY,PUNT,-0.0934563287300989,-0.01647542417049408
4.0,4.0,-8.0,1810.0,MEDIUM,RED_ZONE,TRAILING,EARLY,FIELD_GOAL,0.04252872846649369,0.037216126918792725
3.0,64.0,-5.0,1709.0,MEDIUM,OWN_TERRITORY,TRAILING,MID,PUNT,-1.4049371674191207,-0.05319884419441223
4.0,14.0,5.0,1456.0,MEDIUM,RED_ZONE,LEADING,MID,FIELD_GOAL,0.20554640360222542,0.0007227808237075806
3.0,57.0,-8.0,1287.0,MEDIUM,OWN_TERRITORY,TRAILING,MID,PUNT,-0.8224972845055163,-0.0338214635848999
5.0,5.0,8.0,989.0,MEDIUM,RED_ZONE,LEADING,MID,FIELD_GOAL,0.05113249339092185,-0.030918210744857788
12.0,96.0,11.0,842.0,VERY_LONG,OWN_TERRITORY,LEADING,MID,PUNT,0.5523819141089916,-0.014917522668838501
3.0,60.0,3.0,454.0,MEDIUM,OWN_TERRITORY,LEADING,MID,PUNT,-0.015486632939428091,-0.07098299264907837
11.0,89.0,-3.0,355.0,VERY_LONG,OWN_TERRITORY,TRAILING,MID,PUNT,-0.5256042082328349,-0.048938289284706116
9.0,50.0,3.0,292.0,LONG,MIDFIELD,LEADING,LATE,PUNT,0.22259418875910342,-0.03657117486000061
3.0,43.0,-3.0,198.0,MEDIUM,MIDFIELD,TRAILING,LATE,GO,3.5571498641511425,0.21619272232055664
7.0,7.0,-3.0,3.0,LONG,RED_ZONE,TRAILING,LATE,FIELD_GOAL,0.06739614486280754,0.04718377161771059
3.0,60.0,0.0,482.0,MEDIUM,OWN_TERRITORY,TIED,MID,PUNT,0.18721055891364813,0.27324555767700076
14.0,53.0,0.0,3288.0,VERY_LONG,OWN_TERRITORY,TIED,EARLY,PUNT,0.7140348658431321,0.05823582410812378
22.0,46.0,-7.0,2909.0,VERY_LONG,MIDFIELD,TRAILING,EARLY,PUNT,0.05789202800951898,0.024146825075149536
14.0,34.0,0.0,2581.0,VERY_LONG,OPPONENT_21_35,TIED,EARLY,FIELD_GOAL,1.5714085043703538,0.06272938847541809
6.0,61.0,-4.0,2174.0,LONG,OWN_TERRITORY,TRAILING,EARLY,PUNT,0.17172584868967533,0.00731348991394043
7.0,15.0,4.0,1817.0,LONG,RED_ZONE,LEADING,EARLY,FIELD_GOAL,-2.8734641013596334,-0.0777755081653595
14.0,84.0,4.0,1572.0,VERY_LONG,OWN_TERRITORY,LEADING,MID,PUNT,-2.195293126977049,-0.0793561339378357
27.0,86.0,-3.0,1216.0,VERY_LONG,OWN_TERRITORY,TRAILING,MID,PUNT,1.5593675808049738,0.04708784818649292
18.0,47.0,-3.0,1003.0,VERY_LONG,MIDFIELD,TRAILING,MID,PUNT,-0.2216388515662402,0.019175827503204346
1.0,70.0,3.0,825.0,SHORT,OWN_TERRITORY,LEADING,MID,PUNT,-0.6891186968423426,0.000542372465133667
10.0,66.0,-3.0,760.0,LONG,OWN_TERRITORY,TRAILING,MID,PUNT,1.292059647385031,0.018284380435943604
12.0,72.0,-3.0,127.0,VERY_LONG,OWN_TERRITORY,TRAILING,LATE,GO,-3.115628517640289,-0.1435048133134842
1.0,19.0,3.0,104.0,SHORT,RED_ZONE,LEADING,LATE,GO,-3.3193757354165427,-0.17497074604034424
1.0,71.0,-3.0,67.0,SHORT,OWN_TERRITORY,TRAILING,LATE,GO,0.7287915067281574,0.06085154414176941
4.0,34.0,0.0,471.0,MEDIUM,OPPONENT_21_35,TIED,MID,FIELD_GOAL,1.6501300783241528,-0.299848541876953
4.0,42.0,-3.0,247.0,MEDIUM,MIDFIELD,TRAILING,LATE,GO,-0.44389034854248166,-0.3522052187472582
10.0,34.0,0.0,3478.0,LONG,OPPONENT_21_35,TIED,EARLY,FIELD_GOAL,1.926297715499615,0.04484492540359497
4.0,55.0,-4.0,3012.0,MEDIUM,OWN_TERRITORY,TRAILING,EARLY,PUNT,0.45278424373827875,0.026004105806350708
19.0,76.0,4.0,2776.0,VERY_LONG,OWN_TERRITORY,LEADING,EARLY,PUNT,1.0687008197419345,0.022501319646835327
1.0,17.0,-4.0,2431.0,SHORT,RED_ZONE,TRAILING,EARLY,GO,-3.980721725150943,-0.11662310361862183
5.0,14.0,4.0,1948.0,MEDIUM,RED_ZONE,LEADING,EARLY,FIELD_GOAL,0.22397842605690643,-0.005890756845474243
11.0,41.0,-7.0,1815.0,VERY_LONG,MIDFIELD,TRAILING,EARLY,FIELD_GOAL,2.028295459558487,0.08362960815429688
15.0,50.0,4.0,1609.0,VERY_LONG,MIDFIELD,LEADING,MID,PUNT,6.081691198167391,0.14983373880386353
8.0,64.0,-11.0,1435.0,LONG,OWN_TERRITORY,TRAILING,MID,PUNT,0.8552259271964431,0.0186847522854805
3.0,63.0,11.0,1169.0,MEDIUM,OWN_TERRITORY,LEADING,MID,PUNT,0.2120668962597847,0.021294936537742615
22.0,99.0,-11.0,1037.0,VERY_LONG,OWN_TERRITORY,TRAILING,MID,PUNT,0.9678393614012748,0.02069658413529396
4.0,12.0,11.0,737.0,MEDIUM,RED_ZONE,LEADING,MID,FIELD_GOAL,0.1646535296171585,0.01532011479139328
27.0,98.0,-14.0,629.0,VERY_LONG,OWN_TERRITORY,TRAILING,MID,PUNT,-0.20281860337127,0.007196282036602497
2.0,21.0,14.0,460.0,SHORT,OPPONENT_21_35,LEADING,MID,FIELD_GOAL,0.5761464752419685,-0.0010587126016616821
9.0,39.0,17.0,353.0,LONG,MIDFIELD,LEADING,MID,PUNT,-0.38899966899771243,-0.004315804224461317
4.0,59.0,0.0,3421.0,MEDIUM,OWN_TERRITORY,TIED,EARLY,PUNT,-0.19885415397584438,0.008512765169143677
3.0,35.0,0.0,3101.0,MEDIUM,OPPONENT_21_35,TIED,EARLY,FIELD_GOAL,2.3017056283704473,0.022550582885742188
6.0,68.0,-3.0,3038.0,LONG,OWN_TERRITORY,TRAILING,EARLY,PUNT,0.035987052135169506,-0.013896673917770386
15.0,45.0,3.0,2704.0,VERY_LONG,MIDFIELD,LEADING,EARLY,PUNT,0.20150706660933793,-0.01886114478111267
6.0,50.0,-4.0,2066.0,LONG,MIDFIELD,TRAILING,EARLY,PUNT,0.016339959111064672,0.03693714737892151
2.0,23.0,4.0,1833.0,SHORT,OPPONENT_21_35,LEADING,EARLY,FIELD_GOAL,0.5690176720596258,0.0136355459690094
4.0,63.0,-4.0,1715.0,MEDIUM,OWN_TERRITORY,TRAILING,MID,PUNT,0.5110569098033011,0.03702676296234131
1.0,1.0,4.0,1374.0,SHORT,RED_ZONE,LEADING,MID,GO,-4.899920595460571,-0.133989155292511
4.0,63.0,-4.0,1205.0,MEDIUM,OWN_TERRITORY,TRAILING,MID,PUNT,-0.38045206968672574,0.032985180616378784
2.0,27.0,4.0,969.0,SHORT,OPPONENT_21_35,LEADING,MID,FIELD_GOAL,0.9905239852224539,0.0710090845823288
6.0,60.0,-7.0,790.0,LONG,OWN_TERRITORY,TRAILING,MID,PUNT,-0.2881617252714932,0.0423993319272995
1.0,1.0,7.0,358.0,SHORT,RED_ZONE,LEADING,MID,FIELD_GOAL,0.025805323271715253,-0.009911008179187775
7.0,33.0,3.0,116.0,LONG,OPPONENT_21_35,LEADING,LATE,FIELD_GOAL,1.685417592387546,-0.04959438741207123
1.0,63.0,-6.0,74.0,SHORT,OWN_TERRITORY,TRAILING,LATE,GO,1.1292845527641475,0.01986314356327057
8.0,57.0,-6.0,51.0,LONG,OWN_TERRITORY,TRAILING,LATE,GO,1.4533356179017574,0.16676496714353561
10.0,26.0,-6.0,23.0,LONG,OPPONENT_21_35,TRAILING,LATE,GO,-1.6029548884835094,-0.16397196054458618
19.0,48.0,-7.0,3182.0,VERY_LONG,MIDFIELD,TRAILING,EARLY,PUNT,0.300596509128809,0.015036910772323608
9.0,91.0,7.0,3091.0,LONG,OWN_TERRITORY,LEADING,EARLY,PUNT,-0.41801699716597795,-0.012112528085708618
9.0,52.0,-7.0,3010.0,LONG,OWN_TERRITORY,TRAILING,EARLY,PUNT,0.05401481012813747,-0.005502492189407349
3.0,3.0,7.0,2703.0,MEDIUM,RED_ZONE,LEADING,EARLY,FIELD_GOAL,0.014862915630812434,-0.043380022048950195
17.0,68.0,-10.0,2181.0,VERY_LONG,OWN_TERRITORY,TRAILING,EARLY,PUNT,0.5823975179810077,0.026495307683944702
1.0,79.0,10.0,2050.0,SHORT,OWN_TERRITORY,LEADING,EARLY,PUNT,-1.039405134622939,-0.013488829135894775
7.0,26.0,3.0,1842.0,LONG,OPPONENT_21_35,LEADING,EARLY,FIELD_GOAL,0.8742747747857211,0.04861032962799072
8.0,43.0,-3.0,1556.0,LONG,MIDFIELD,TRAILING,MID,PUNT,-0.0673804406542331,0.003121674060821533
9.0,46.0,3.0,1343.0,LONG,MIDFIELD,LEADING,MID,PUNT,-0.29952900810167193,-0.01710161566734314
